(:epoch, 1000, :trn, 0.22644727403216694)
(:epoch, 2000, :trn, 0.22605290881773293)
(:epoch, 3000, :trn, 0.220612180061723)
(:epoch, 4000, :trn, 0.21817158060023029)
(:epoch, 5000, :trn, 0.21808956151448386)
(:epoch, 6000, :trn, 0.21801893229018712)
(:epoch, 7000, :trn, 0.21795905904507146)
(:epoch, 8000, :trn, 0.21791496459877596)
(:epoch, 9000, :trn, 0.21787495124903614)
(:epoch, 10000, :trn, 0.21784362907767288)
n=5, loss =0.2297913435183822
(:epoch, 1000, :trn, 0.21467792076034908)
(:epoch, 2000, :trn, 0.2129940699739932)
(:epoch, 3000, :trn, 0.2121785524690256)
(:epoch, 4000, :trn, 0.21196582881042897)
(:epoch, 5000, :trn, 0.2119960291979063)
(:epoch, 6000, :trn, 0.2120249482446374)
(:epoch, 7000, :trn, 0.21204334765910246)
(:epoch, 8000, :trn, 0.21200354188314155)
(:epoch, 9000, :trn, 0.21198673549904617)
(:epoch, 10000, :trn, 0.21198094995930059)
n=10, loss =0.2279808402708971
(:epoch, 1000, :trn, 0.2123664669515031)
(:epoch, 2000, :trn, 0.19787134038275364)
(:epoch, 3000, :trn, 0.19477225767194528)
(:epoch, 4000, :trn, 0.19257654324748494)
(:epoch, 5000, :trn, 0.19097126961310312)
(:epoch, 6000, :trn, 0.1892217165038098)
(:epoch, 7000, :trn, 0.1880893484882347)
(:epoch, 8000, :trn, 0.18745986236124992)
(:epoch, 9000, :trn, 0.18506447128100872)
(:epoch, 10000, :trn, 0.18435062566380223)
n=15, loss =0.20114876537566317
(:epoch, 1000, :trn, 0.2094328400016975)
(:epoch, 2000, :trn, 0.1939981871164008)
(:epoch, 3000, :trn, 0.1844558888514854)
(:epoch, 4000, :trn, 0.17764541791944455)
(:epoch, 5000, :trn, 0.17473397120146364)
(:epoch, 6000, :trn, 0.17425771643343313)
(:epoch, 7000, :trn, 0.1740836280281012)
(:epoch, 8000, :trn, 0.17399207838060177)
(:epoch, 9000, :trn, 0.17386570985483019)
(:epoch, 10000, :trn, 0.17329479637047235)
n=20, loss =0.19088285679949274
(:epoch, 1000, :trn, 0.19298772684610635)
(:epoch, 2000, :trn, 0.1863207976882399)
(:epoch, 3000, :trn, 0.17760197399647665)
(:epoch, 4000, :trn, 0.17668959310432644)
(:epoch, 5000, :trn, 0.17597272841970976)
(:epoch, 6000, :trn, 0.1754930489844642)
(:epoch, 7000, :trn, 0.17453249468686635)
(:epoch, 8000, :trn, 0.17424831814310715)
(:epoch, 9000, :trn, 0.17196079416191185)
(:epoch, 10000, :trn, 0.16238953510083673)
n=25, loss =0.1772567949471333
(:epoch, 1000, :trn, 0.18957460054503142)
(:epoch, 2000, :trn, 0.15393967995290678)
(:epoch, 3000, :trn, 0.1401406046845346)
(:epoch, 4000, :trn, 0.13563333546877024)
(:epoch, 5000, :trn, 0.13403724066410455)
(:epoch, 6000, :trn, 0.13318749208158323)
(:epoch, 7000, :trn, 0.13249718607531571)
(:epoch, 8000, :trn, 0.13208514526227497)
(:epoch, 9000, :trn, 0.13084966425438904)
(:epoch, 10000, :trn, 0.13074080749505884)
n=30, loss =0.1570661434992405
(:epoch, 1000, :trn, 0.20546953440778742)
(:epoch, 2000, :trn, 0.18891111492676504)
(:epoch, 3000, :trn, 0.18177609644565654)
(:epoch, 4000, :trn, 0.1790839071472946)
(:epoch, 5000, :trn, 0.1601048110038667)
(:epoch, 6000, :trn, 0.1550616658630463)
(:epoch, 7000, :trn, 0.15537834049757715)
(:epoch, 8000, :trn, 0.15559842016439748)
(:epoch, 9000, :trn, 0.15628064046449408)
(:epoch, 10000, :trn, 0.15687886040546362)
n=35, loss =0.18278433978235673
(:epoch, 1000, :trn, 0.2096445930089696)
(:epoch, 2000, :trn, 0.20168806661661426)
(:epoch, 3000, :trn, 0.19891934341079154)
(:epoch, 4000, :trn, 0.19721191137865)
(:epoch, 5000, :trn, 0.19680836846548225)
(:epoch, 6000, :trn, 0.19692247017467754)
