(:epoch, 1000, :trn, 0.2341425799880085)
(:epoch, 2000, :trn, 0.23395626133739333)
(:epoch, 3000, :trn, 0.23382018395886173)
(:epoch, 4000, :trn, 0.23378249991231762)
(:epoch, 5000, :trn, 0.23360004258556508)
(:epoch, 6000, :trn, 0.2336004223723722)
(:epoch, 7000, :trn, 0.23359012858879893)
(:epoch, 8000, :trn, 0.23347354222204217)
(:epoch, 9000, :trn, 0.2334456779738656)
(:epoch, 10000, :trn, 0.23345653635648325)
m=1, loss =0.23566240408042233
(:epoch, 1000, :trn, 0.2440984725224505)
(:epoch, 2000, :trn, 0.24407787216623764)
(:epoch, 3000, :trn, 0.24406901854503554)
(:epoch, 4000, :trn, 0.24406659008061102)
(:epoch, 5000, :trn, 0.244064247276396)
(:epoch, 6000, :trn, 0.24406427753763402)
(:epoch, 7000, :trn, 0.2440637704930464)
(:epoch, 8000, :trn, 0.24406128614479616)
(:epoch, 9000, :trn, 0.24406409774960816)
(:epoch, 10000, :trn, 0.24406387097661572)
m=2, loss =0.24574476913252497
(:epoch, 1000, :trn, 0.2421464651538711)
(:epoch, 2000, :trn, 0.24213798415125784)
(:epoch, 3000, :trn, 0.24221491493784375)
(:epoch, 4000, :trn, 0.2421636540892395)
(:epoch, 5000, :trn, 0.24211500273496891)
(:epoch, 6000, :trn, 0.24211786483258493)
(:epoch, 7000, :trn, 0.24209448278919002)
(:epoch, 8000, :trn, 0.2421853800316868)
(:epoch, 9000, :trn, 0.24211125592860275)
(:epoch, 10000, :trn, 0.24208580587535353)
m=3, loss =0.2436394445110927
(:epoch, 1000, :trn, 0.2366619924739672)
(:epoch, 2000, :trn, 0.23664058269589086)
(:epoch, 3000, :trn, 0.23657149779206604)
(:epoch, 4000, :trn, 0.23652421874111257)
(:epoch, 5000, :trn, 0.23650689182276494)
(:epoch, 6000, :trn, 0.23649464580529378)
(:epoch, 7000, :trn, 0.23629141606175352)
(:epoch, 8000, :trn, 0.23568684682593777)
(:epoch, 9000, :trn, 0.235586759398342)
(:epoch, 10000, :trn, 0.2355243085923994)
m=4, loss =0.24272102541123156
(:epoch, 1000, :trn, 0.20935807996936728)
